sweetness,saltiness,sourness,bitterness,savoriness,fattiness,spiciness,id,title,cuisine
54.99,100.0,40.02,37.82,43.78,71.86,45359.2,760616,Winter Squash Ravioli,Mediterranean
38.21,100.0,42.36,24.26,72.61,60.3,0.0,245303,Easy Chicken Parmesan,Mediterranean
23.73,100.0,25.74,33.78,79.25,59.81,10000.0,549736,Greek Salmon Souvlaki Gyros with Tzatziki,Mediterranean
33.39,100.0,36.43,27.91,58.79,67.58,14900.0,25228,Roasted Acorn Squash With Squash Risotto,Mediterranean
26.32,100.0,49.0,96.78,43.55,34.82,0.0,8819,"Pasta Puttanesca, Broken Artichoke Hearts Salad",Mediterranean
19.99,100.0,24.12,25.18,59.85,57.83,0.0,230423,Quinoa Greek Salad,Mediterranean
39.67,100.0,37.83,57.95,66.02,73.14,0.0,754951,Salmon Nicoise Salad,Mediterranean
28.66,100.0,34.29,14.02,50.67,72.86,3725.0,742657,Gluten-Free Zucchini Pasta Primavera,Mediterranean
100.0,16.38,35.33,36.31,72.63,95.91,0.0,471544,Nut-ritious Creamy Vegan Pasta Primavera with Peas and Carrots,Mediterranean
100.0,39.41,29.84,69.31,30.17,64.97,0.0,36492,Butternut Squash Orzo Risotto,Mediterranean
39.12,100.0,27.53,45.31,53.24,57.72,307450.0,723403,Italian White Bean Vegetable Stew with Sausage,Mediterranean
36.21,100.0,40.81,18.53,50.92,61.72,0.0,10913,Chestnuts With Brussel Sprouts,Mediterranean
65.28,100.0,99.83,76.86,55.02,80.24,29800.0,222261,Quick Minestrone Soup,Mediterranean
76.41,55.61,100.0,41.68,63.81,61.03,0.0,483837,Italian Herb Roasted Broccoli,Mediterranean
37.55,97.87,38.85,25.72,54.25,100.0,0.0,750539,Ratatouille Soup,Mediterranean
50.56,100.0,95.8,58.01,75.78,78.89,5950.0,478371,Greek Stuffed Mushrooms,Mediterranean
38.96,100.0,43.28,20.38,60.15,73.6,0.0,544798,Three-Cheese Chicken Penne Pasta Bake,Mediterranean
61.04,5.96,0.0,0.0,0.0,100.0,22350.0,245341,Dad’s Ratatouille,Mediterranean
52.22,100.0,31.76,37.52,43.23,53.89,0.0,695755,Greek Split Pea Spread,Mediterranean
50.49,100.0,52.52,40.19,46.8,52.35,11900.0,549874,"Butternut Squash, Caramelized Onion, and Spinach Lasagna",Mediterranean
46.87,100.0,44.7,30.57,86.85,66.1,930.0,698006,Spinach Gnocchi,Mediterranean
38.97,26.17,10.08,27.87,3.73,100.0,0.0,774221,Tuna Panzanella Salad,Mediterranean
70.86,48.81,100.0,34.69,38.23,42.76,29800.0,248663,Lasagna Stuffed Spaghetti Squash,Mediterranean
41.98,100.0,61.01,41.7,67.12,74.24,1000.0,629772,Vegetable Lasagna Soup,Mediterranean
16.95,70.05,15.98,14.62,35.01,100.0,0.0,696927,Spinach & Sun-Dried Tomato Stuffed Pizza,Mediterranean
100.0,85.58,51.77,40.48,93.84,92.93,0.0,36602,Oven-baked Butternut Squash And Rosemary Risotto,Mediterranean
88.42,93.77,100.0,50.78,73.77,57.8,0.0,557438,Mushroom & Gruyere Bruschetta,Mediterranean
84.12,4.2,0.0,0.0,0.0,100.0,22350.0,487673,Roasted Butternut Squash Pizza,Mediterranean
68.49,44.55,100.0,40.87,24.16,43.65,0.0,479006,Grilled Vegetable Ratatouille,Mediterranean
81.14,13.15,36.16,18.14,6.12,100.0,14900.0,569989,Zucchini Lasagna,Mediterranean
84.37,41.69,100.0,27.7,30.74,46.62,14900.0,695239,Eggplant Parmesan,Mediterranean
36.54,100.0,84.78,45.06,41.65,82.11,0.0,796077,Italian Seasoning Mix,Mediterranean
59.73,2.12,16.22,100.0,2.22,17.1,0.0,543711,Kale and Quinoa Minestrone,Mediterranean
59.41,100.0,43.31,53.2,91.1,69.33,0.0,697100,"Warm Salad of Greens, Italian Sausage & Potatoes",Mediterranean
38.28,100.0,20.95,24.53,57.72,61.16,0.0,9725,French Green Lentils Roasted With Carrots And Beets,Mediterranean
38.4,100.0,67.08,41.44,77.64,78.18,11900.0,586989,California Pizza Kitchen's Original BBQ Chicken Chopped Salad,Mediterranean
51.96,100.0,43.2,39.16,43.63,68.17,34250.0,758993,Minestrone with Sun-Dried Tomatoes and White Beans,Mediterranean
73.37,63.16,100.0,56.91,43.19,85.34,11900.0,516213,Whole Wheat Vegetarian Pizza,Mediterranean
29.68,100.0,25.26,23.91,55.48,50.68,0.0,678408,pumpkin spice greek yogurt pancakes,Mediterranean
42.13,100.0,42.62,38.94,55.95,54.31,11900.0,584193,Creamy Pumpkin Pasta with Peas and Toasted Walnuts {Vegan},Mediterranean
27.23,100.0,30.57,22.35,69.55,84.05,1850.0,802076,Italian Split Pea Stew with Cauliflower,Mediterranean
28.76,100.0,23.31,32.56,47.22,41.98,0.0,482586,Garlic Roasted Italian Sausage with Winter Vegetables,Mediterranean
79.25,36.06,100.0,32.95,22.98,20.45,0.0,666797,Spinach Lasagna Roll-Ups,Mediterranean
16.5,100.0,16.6,15.15,56.96,59.39,5950.0,626234,"Italian Chopped Salad with Tuna, Artichokes & Cannellini Beans {$2500 Giveaway!}",Mediterranean
45.03,100.0,40.42,24.52,54.81,55.39,0.0,495352,Mushroom and Kale Lasagna with Rosemary Cashew Sauce,Mediterranean
25.75,34.07,100.0,42.66,32.86,19.77,7450.0,20373,Skillet Gnocchi With Chard & White Beans,Mediterranean
67.39,100.0,99.43,46.57,63.31,73.44,29800.0,698559,Italian Potato Salad,Mediterranean
97.49,100.0,95.4,72.41,57.77,40.21,0.0,521479,Pumpkin Pie Smoothie,Mediterranean
47.41,100.0,42.14,38.73,42.97,50.33,0.0,548866,Italian Eggs Over Polenta – 6 Points,Mediterranean
35.51,100.0,48.03,29.5,56.33,66.45,0.0,572356,Easy Greek Cucumber Yogurt Chicken Wrap,Mediterranean
83.81,33.77,100.0,25.42,23.32,67.53,0.0,8293,Arugula Ravioli,Mediterranean
19.1,100.0,27.55,23.39,24.35,76.87,0.0,773835,Tomato Onion Flatbread Pizza,Mediterranean
38.96,100.0,48.93,16.14,69.65,62.19,0.0,611683,Taleggio Ravioli with Garlicy Butter Kale and Mushroom Sauce + Toasted Pine Nuts,Mediterranean
93.97,90.27,97.9,61.4,48.05,100.0,0.0,36438,Pumpkin And Baby Spinach Risotto,Mediterranean
100.0,31.69,37.33,19.08,28.61,51.02,0.0,573267,Smoked Salmon Carbonara,Mediterranean
65.85,67.6,51.25,69.55,61.23,100.0,14900.0,558463,Slow Cooker French Dip Sammies,Mediterranean
39.64,19.4,57.27,100.0,13.56,26.69,85400.0,15082,"Escarole, Kale, White Bean, And Tomato Lasagna",Mediterranean
64.79,0.62,0.0,0.0,0.0,100.0,0.0,679953,Pumpkin Pie Smoothie Bowl,Mediterranean
18.18,100.0,9.48,10.59,23.22,78.97,0.0,539752,Ratatouille & Chickpea Pancakes,Mediterranean
43.18,82.1,33.45,14.54,23.5,100.0,0.0,793797,Salmon Souvlaki Bowls,Mediterranean
67.43,100.0,45.66,65.53,51.51,63.45,0.0,20376,Vegetable Lasagna With Cashew Cheese,Mediterranean
18.35,100.0,11.08,11.73,23.37,74.63,0.0,521509,Naked Chicken Parmesan,Mediterranean
45.91,81.39,13.04,27.16,32.56,100.0,314900.0,584182,Greek Orzo Pasta Salad,Mediterranean
16.73,81.01,32.13,15.5,17.84,100.0,0.0,514635,Pizza Sliders,Mediterranean
78.11,57.26,21.69,13.93,33.42,100.0,0.0,551560,Quick Ratatouille on Quinoa,Mediterranean
41.41,100.0,39.04,50.95,34.66,84.85,300000.0,248876,Pasta e Fagioli Soup (Italian Pasta and Bean Soup),Mediterranean
71.33,40.24,100.0,42.67,26.0,72.96,0.0,695547,Eggplant Pomodoro Pasta,Mediterranean
56.47,100.0,68.94,45.81,56.64,56.06,0.0,573321,Slow Cooker Shrimp and Artichoke Barley Risotto,Mediterranean
27.35,100.0,20.6,16.0,28.73,82.73,300000.0,680372,Spinach and Ricotta Rotolo (Italian Lasagna Roll Ups),Mediterranean
92.8,49.87,100.0,55.56,31.84,19.39,0.0,516775,A Warming Winter Dinner: Skillet Gnocchi with Spinach and White Beans,Mediterranean
16.7,100.0,19.1,21.88,79.65,63.5,0.0,101643,Italian Style Swiss Chard,Mediterranean
43.24,91.14,69.45,31.96,53.84,100.0,300000.0,487780,"Minestrone Soup with Butternut Squash, Kale and White Beans {How We Eat on a Budget}",Mediterranean
29.85,100.0,28.32,30.36,58.14,53.53,5950.0,758976,Rigatoni Puttanesca with Veggie Meatballs,Mediterranean
43.62,100.0,38.11,35.71,41.36,51.19,0.0,762009,Polenta ‘Pizza’ with Kale Topping,Mediterranean
63.48,67.95,100.0,40.89,35.2,51.23,0.0,677809,Sheet-Pan Spaghetti Squash Puttanesca,Mediterranean
38.21,100.0,11.69,16.13,25.63,79.91,0.0,263025,Spinach & Mushroom Quiche,Mediterranean
26.26,100.0,19.67,26.35,40.26,46.05,7450.0,496203,Alfredo Zucchini Pasta,Mediterranean
68.53,34.86,69.5,52.83,100.0,70.07,0.0,584303,Skinny Vegan Lasagna,Mediterranean
54.97,100.0,36.56,33.73,45.65,55.52,11900.0,525490,{38 Power Foods} Weight Watchers Pasta with Italian Chicken Sausage and Kale,Mediterranean
100.0,0.24,0.0,0.0,0.0,64.11,98100.0,508369,Roasted Vegetable Lasagna with Roasted Red Pepper Sauce,Mediterranean
55.02,100.0,66.07,71.1,31.43,41.83,0.0,627791,Butternut Squash Lasagna With Zucchini Noodles (Vegan & Gluten-Free),Mediterranean
19.83,100.0,17.86,10.72,46.53,60.3,0.0,262204,"Sun-dried Tomato, Mushroom, and Spinach Tofu Quiche",Mediterranean
54.81,100.0,87.04,53.31,69.73,82.4,0.0,249144,Spanakorizo (Greek Spinach Rice),Mediterranean
49.32,100.0,51.74,56.18,55.13,69.05,300000.0,616388,Butternut squash lasagna roll ups with chicken and spinach,Mediterranean
13.84,100.0,14.76,17.17,70.53,68.03,0.0,667188,Stove Top Pizza,Mediterranean
23.87,100.0,51.29,71.58,49.24,50.26,0.0,212657,Baked asparagus risotto,Mediterranean
83.66,100.0,79.7,30.86,66.57,66.73,161225.0,262959,Instant Vegan Alfredo,Mediterranean
23.51,100.0,9.52,10.63,23.32,90.94,14900.0,612786,Fall Harvest Panzanella,Mediterranean
93.42,94.64,100.0,44.16,48.63,57.03,26800.0,1003938,Garlicky Kale and Ricotta Pizza,Mediterranean
55.99,100.0,71.62,35.02,80.76,68.01,0.0,531452,Vegetable Garden Minestrone Soup,Mediterranean
76.9,97.07,61.61,66.76,100.0,81.3,0.0,775913,Chicken Parm Soup,Mediterranean
54.71,100.0,43.1,38.42,56.86,63.47,300000.0,578414,Farro Risotto: Wholesome Whole Grain,Mediterranean
50.49,68.47,52.77,42.58,100.0,50.09,5950.0,730835,Spring Vegetable Quinoa Minestrone,Mediterranean
30.71,100.0,32.79,47.85,70.57,65.83,7450.0,543872,Italian Beef Stew,Mediterranean
28.48,100.0,35.47,55.34,57.74,54.11,0.0,616321,Bruschetta Chicken Lettuce Wraps,Mediterranean
54.38,100.0,71.49,44.89,63.06,71.01,5950.0,733202,Asparagus-Wild Mushroom Risotto with Parmesan,Mediterranean
42.01,100.0,36.96,15.85,34.56,62.97,0.0,591151,Butternut Squash Pasta with Italian Sausage and Fresh Spinach,Mediterranean
100.0,54.06,33.64,18.68,35.74,78.25,0.0,714088,One Pot Greek Chicken Pasta with Creamy Feta Wine Sauce,Mediterranean
44.88,100.0,79.11,34.9,53.39,64.84,0.0,988944,Unforgettable Italian Chopped Salad,Mediterranean
35.82,100.0,42.17,32.57,65.06,52.16,0.0,719939,The Best Low-Carb Cauliflower Pizza Crust,Mediterranean
69.41,100.0,70.31,43.14,45.92,64.68,35700.0,668377,Tofu-Spinach Lasagne,Mediterranean
34.68,63.54,25.47,12.57,16.18,100.0,29800.0,198294,Rustic Chicken Minestrone,Mediterranean
40.44,73.56,20.68,35.63,42.61,100.0,14900.0,789667,Cold Veggie Pizza,Mediterranean
45.66,100.0,43.46,42.86,37.48,62.28,90625.0,549520,Black Pepper Rub Chicken Fingers with Greek Yogurt Ranch,Mediterranean
48.77,3.77,0.0,0.0,0.0,100.0,0.0,519602,Spaghetti Squash & Meatballs,Mediterranean
40.96,100.0,30.0,49.04,27.07,85.78,0.0,149168,"Greek Salad with Pickled Beet ""Olives",Mediterranean
44.28,100.0,29.55,36.69,42.02,63.49,11900.0,984091,Spinach Artichoke Lasagna,Mediterranean
94.03,77.12,66.06,44.43,75.28,100.0,0.0,536471,Italian Style Quinoa,Mediterranean
29.64,100.0,37.05,25.12,63.46,64.61,0.0,573233,Creamy Italian Baked Pasta with Kale and Tomatoes,Mediterranean
28.66,77.38,27.46,28.11,50.39,100.0,0.0,760167,Tofu-Carrot Cacciatore,Mediterranean
37.57,100.0,55.29,37.31,47.65,57.44,0.0,560001,Italian Parmesan Roasted Potatoes,Mediterranean
29.22,63.9,63.53,48.03,36.05,100.0,0.0,665923,Creamy Caprese Pasta,Mediterranean
23.66,100.0,18.77,14.97,25.37,71.16,0.0,15142,"Kale, Swiss & Tomato Pizza",Mediterranean
26.88,100.0,21.75,18.55,35.09,78.35,0.0,508336,Butternut Squash Lasagna with Onion and Broccoli,Mediterranean
30.21,100.0,21.07,23.96,60.42,53.9,11900.0,551441,"Quick Ratatouille, version 2.3.9",Mediterranean
52.9,65.98,46.29,33.62,50.48,100.0,0.0,509413,"Creamy Rosemary Chicken Lasagna (gluten free, not strict paleo)",Mediterranean
67.0,82.52,100.0,53.51,51.17,95.75,0.0,479069,Meatless Monday: Bittman’s VB6 Chickpea Ratatouille,Mediterranean
68.04,100.0,71.12,37.61,50.29,59.71,7450.0,494990,"Gnocchi with Roasted Brussels Sprouts, Lemon & Pine Nuts",Mediterranean
43.85,2.07,16.22,100.0,2.22,16.23,0.0,207571,Cook the Book: Lasagna with Roasted Cauliflower Ricotta and Spinach,Mediterranean
63.9,100.0,50.9,66.42,80.36,76.01,0.0,612907,roasted chickpea ratatouille,Mediterranean
54.24,100.0,53.29,33.98,43.35,76.83,28300.0,759096,Chickpea Croquettes with Greek Salad Topping,Mediterranean
59.16,100.0,81.84,35.45,60.42,61.77,0.0,486530,Broccoli and Lemongrass Barley Risotto,Mediterranean
27.71,100.0,24.78,33.74,80.62,93.59,0.0,202461,Make-Ahead Zucchini and Roasted Potato Puttanesca,Mediterranean
47.63,100.0,22.75,33.55,80.13,83.16,0.0,577355,Sugared Cinnamon Almonds,Mediterranean
60.58,66.18,100.0,29.24,24.43,55.1,22350.0,494140,Goat Cheese and Brussels Sprout Skillet Pizza,Mediterranean
15.1,8.35,3.91,2.51,6.02,100.0,78750.0,996308,Instant Pot Minestrone Soup,Mediterranean
41.84,100.0,34.42,36.6,43.59,47.3,17850.0,562878,Sweet Potato Gnocchi with Balsamic-Roasted Asparagus and Caramelized Onions,Mediterranean
37.49,100.0,36.24,13.47,58.75,84.12,0.0,195808,Italian Vegetable Quinoa Bowls,Mediterranean
50.0,100.0,50.34,35.55,49.83,72.17,0.0,774796,Homemade Minestrone Soup,Mediterranean
68.59,100.0,65.28,26.46,81.18,70.64,79450.0,666798,Slow-Cooker Vegetarian Lasagna,Mediterranean
61.58,100.0,62.3,44.01,73.65,82.25,0.0,548551,Spring Minestrone – 5 Points,Mediterranean
50.11,100.0,44.27,34.68,54.45,79.3,0.0,760978,Vegetable Quiche Cups,Mediterranean
50.74,51.92,100.0,79.74,20.44,32.4,0.0,524650,Springtime Veggie Skillet Lasagna,Mediterranean
38.36,100.0,26.85,20.43,64.64,88.14,2714900.0,525242,Baked Pumpkin Fettuccine Alfredo,Mediterranean
40.67,100.0,43.93,40.49,28.33,96.4,0.0,483149,Chicken Cacciatore (Crock Pot),Mediterranean
42.78,100.0,67.52,41.95,55.64,75.54,0.0,697340,Lasagna Rolls,Mediterranean
24.46,100.0,31.26,17.53,51.66,45.71,22350.0,577222,Roasted Vegetable Pasta Primavera,Mediterranean
75.0,100.0,79.45,50.25,68.62,81.92,33525.0,692458,Butternut Squash Kale Lasagna,Mediterranean
18.96,100.0,22.33,19.28,60.96,59.25,0.0,525150,Black Bean + Cornbread Panzanella Salad,Mediterranean
23.42,100.0,87.85,38.26,8.09,93.89,0.0,601490,Cheesy Baked Eggplant Pizza,Mediterranean
100.0,36.29,35.51,42.71,18.06,35.91,607450.0,23151,Greek Salad,Mediterranean
44.26,100.0,24.14,42.76,38.18,74.73,11900.0,800691,Golden French Lentil Stew from Oh She Glows Every Day,Mediterranean
22.68,90.42,29.93,31.71,81.06,100.0,0.0,624750,Italian Chopped Salad with Marinated Chickpeas + a Giveaway,Mediterranean
27.2,96.55,50.47,100.0,44.47,65.15,0.0,480026,Mom’s Greek Crab Pasta Salad,Mediterranean
98.47,28.87,49.62,49.51,100.0,56.21,0.0,624769,Pan-Fried Hummus Ravioli with Red Pepper Coulis,Mediterranean
22.53,100.0,15.3,20.22,70.77,94.87,5950.0,802281,Quinoa Herb Greek Salad with White Beans,Mediterranean
61.64,29.36,49.77,15.55,21.38,100.0,1200000.0,245225,Pasta Puttanesca,Mediterranean
28.67,100.0,11.82,27.69,39.51,89.78,600000.0,697610,Spinach & Roasted Red Pepper Calzones,Mediterranean
100.0,11.77,6.09,13.17,11.28,71.44,450000.0,696524,Chicken Parmesan Sub,Mediterranean
28.15,100.0,27.94,21.01,36.51,52.98,0.0,553758,Tilapia with Italian Herbs,Mediterranean
43.12,100.0,52.61,36.6,59.78,78.34,0.0,494968,One-Pot Pasta Primavera,Mediterranean
86.48,96.87,100.0,77.59,60.92,84.96,0.0,512601,Minestrone Soup with Quinoa,Mediterranean
25.27,100.0,30.35,25.74,67.41,54.06,1487.5,773522,Easy Chicken Gyros & Tzatziki Sauce,Mediterranean
17.68,11.37,19.02,17.37,1.88,100.0,7450.0,552606,Creamy Southwest Pasta with Spicy Greek Yogurt Sauce,Mediterranean
19.41,100.0,31.14,47.93,54.45,55.03,5950.0,833145,Baked Ziti with Spinach,Mediterranean
58.39,100.0,46.95,35.55,53.59,56.16,1862.5,548422,Slow Cooker Vegetarian Lasagna – 8 Points,Mediterranean
35.86,100.0,37.81,18.54,36.41,62.17,0.0,203900,French in a Flash: Provençal Mussels and Clams Over Shells,Mediterranean
72.93,31.81,100.0,25.42,23.32,19.11,29800.0,340,Quinoa Puttanesca,Mediterranean
36.75,100.0,25.83,10.03,74.2,53.28,0.0,697511,Chicken Parmesan Sub,Mediterranean
100.0,95.32,70.48,78.33,87.23,76.4,51900.0,238176,Greek Potatoes (Oven-Roasted and Delicious!),Mediterranean
56.35,100.0,24.78,23.34,21.78,90.34,0.0,548450,Sweet Potato Kale Pizza with Rosemary & Red Onion,Mediterranean
56.07,100.0,46.0,35.26,70.49,78.05,0.0,491217,Greek Salad Wrap,Mediterranean
89.63,89.1,100.0,47.35,45.77,80.45,0.0,613283,creamy parmesan garlic gnocchi,Mediterranean
43.81,100.0,84.86,88.62,22.86,55.15,0.0,246727,Pasta e Fagioli,Mediterranean
42.67,100.0,24.43,22.8,70.59,88.48,0.0,773589,Ratatouille,Mediterranean
100.0,33.26,12.11,41.87,11.39,9.82,0.0,695172,Inside-Out Lasagna,Mediterranean
40.92,100.0,18.63,35.87,40.12,61.15,5950.0,758622,One-Pot Pasta Primavera,Mediterranean
37.77,100.0,48.31,32.32,89.83,68.8,0.0,765310,Lemony Herb-Loaded Chopped Greek Salad,Mediterranean
63.88,100.0,70.79,49.08,39.38,74.89,0.0,611822,Pumpkin Pie Oatmeal,Mediterranean
100.0,30.34,49.1,14.55,24.77,35.3,0.0,695364,Greek Orzo Stuffed Peppers,Mediterranean
65.92,90.33,100.0,41.85,52.0,77.95,0.0,694949,Fusilli with Italian Sausage & Arugula,Mediterranean
8.78,100.0,10.96,8.57,49.07,74.07,0.0,446450,sweet potato (vegan) alfredo,Mediterranean
27.65,100.0,29.99,12.79,44.08,70.78,0.0,525578,Springtime Crockpot Minestrone,Mediterranean
19.62,100.0,20.97,23.59,65.16,55.63,7450.0,199845,French in a Flash: Pasta with Sweet Pea Pistou and Chèvre,Mediterranean
29.16,100.0,12.23,16.66,43.98,60.03,0.0,573041,Chocolate Pumpkin Banana Smoothie,Mediterranean
24.51,100.0,34.42,25.82,59.4,74.47,0.0,516877,Kale and Caramelized Onion Veggie Panini,Mediterranean
81.8,85.64,100.0,43.13,51.9,45.86,0.0,696739,Tuna Pomodoro,Mediterranean
58.49,100.0,46.0,44.85,44.42,49.38,20850.0,759293,Deep-Dish Skillet Pizza,Mediterranean
23.45,100.0,26.45,29.53,63.52,89.04,7470000.0,695600,"Fresh Pomodoro Pasta, White Beans & Olives",Mediterranean
100.0,14.97,36.78,9.35,8.58,48.59,3075000.0,508233,Fall Minestrone Soup,Mediterranean
98.38,33.92,100.0,34.37,44.42,48.89,0.0,497270,White Bean Soup with Kale and Turkey Italian Sausage,Mediterranean
24.22,100.0,28.12,22.39,70.45,56.59,0.0,474360,Easy Breakfast Bruschetta with Tomato and Avocado – Nigella Lawson – 50 Women Game Changers In Food,Mediterranean
98.49,33.92,100.0,28.12,25.61,28.06,22350.0,590710,Grilled Ratatouille Pasta,Mediterranean
46.08,100.0,53.82,23.23,72.85,60.1,0.0,735809,Homemade Vegan Calzones with Sun-Dried Tomato & Pesto Spread,Mediterranean
68.31,67.26,100.0,89.81,48.89,33.25,0.0,516621,Lasagna Rolls with a Pomodoro Sauce,Mediterranean
46.33,94.55,100.0,80.23,59.34,68.2,14900.0,793707,Greek Wedge Salad,Mediterranean
25.73,100.0,24.53,33.93,78.98,65.75,0.0,697245,Pomodoro Pasta with White Beans & Olives,Mediterranean
47.62,100.0,36.03,26.79,48.14,63.32,0.0,583255,Greek Salad with Easy Zesty Dressing,Mediterranean
61.43,55.85,100.0,48.53,44.56,52.88,0.0,610300,Greek Style Kale Edamame Zucchini Salad,Mediterranean
19.53,100.0,28.14,16.88,59.24,52.78,2975.0,198272,Hearty Tortellini Pasta e Fagioli,Mediterranean
34.76,100.0,20.58,34.14,42.09,68.74,11900.0,488488,Pizza Sauce,Mediterranean
46.81,100.0,67.71,47.99,64.23,77.76,33525.0,688040,Spinach Artichoke Lasagna,Mediterranean
100.0,94.88,36.56,62.67,34.72,82.68,0.0,749120,"Pasta Primavera with Peas, Asparagus and Kale",Mediterranean
88.6,41.41,99.34,33.79,24.73,100.0,22350.0,743162,Greek Quinoa Salad,Mediterranean
48.21,84.33,48.21,100.0,39.98,39.24,0.0,592864,Skinny Kale & Tomato Quiche,Mediterranean
26.4,100.0,35.27,55.02,57.41,56.91,7400.0,592686,Italian Noodle Soup,Mediterranean
32.9,100.0,8.79,10.22,47.19,83.55,0.0,443063,Italian Rice,Mediterranean
22.5,100.0,23.93,22.27,63.07,55.3,0.0,996436,Grilled Salmon with Avocado Bruschetta,Mediterranean
37.84,100.0,22.61,36.9,35.79,61.65,7450.0,959299,Pesto Salmon and Italian Veggies in Foil,Mediterranean
18.84,100.0,35.96,20.94,59.64,48.97,0.0,828936,Spinach Ricotta Lasagna in a Mug,Mediterranean
94.14,71.04,40.22,25.21,51.09,100.0,73500.0,954350,Best Vegetable Lasagna,Mediterranean
36.22,100.0,39.28,28.16,65.87,58.68,0.0,591173,butternut squash pasta salad,Mediterranean
45.69,90.35,49.07,100.0,44.82,34.27,0.0,678499,Autumn Minestrone Soup,Mediterranean
64.6,96.26,57.18,100.0,43.88,56.57,0.0,20067,Hazelnut & Chard Ravioli Salad Recipe,Mediterranean
72.82,100.0,64.76,53.82,55.98,81.9,18400.0,620122,Pasta Fagioli with Cranberry Beans and Kale,Mediterranean
22.25,83.08,17.67,23.18,52.24,100.0,11900.0,709339,Chocolate Banana Protein Smoothie,Mediterranean
46.14,100.0,28.51,24.87,22.24,36.66,0.0,759689,Vegan Moussaka,Mediterranean
47.5,100.0,65.55,28.9,31.03,79.77,0.0,736024,Spring Minestrone Verde with Pistachio Pesto,Mediterranean
31.51,86.86,37.3,100.0,34.23,53.14,0.0,19709,Skinny Italian Spinach Meatballs,Mediterranean
22.43,100.0,28.56,17.53,59.72,51.64,2700000.0,758584,Greek Lentil Salad,Mediterranean
94.46,100.0,58.38,64.26,87.82,75.81,5950.0,695416,Green Vegetable Minestrone,Mediterranean
47.89,100.0,59.74,71.22,40.08,95.4,5950.0,915365,Slow-Cooker Greek Stuffed Peppers,Mediterranean
19.08,100.0,10.96,12.42,37.08,69.4,0.0,486817,"mushroom spaghetti bolognese , veg mushroom spaghetti bolognese",Mediterranean
100.0,67.15,96.58,76.52,24.05,32.13,0.0,30687,Cauliflower Risotto Recipe (risotto Ai Cavolfiori),Mediterranean
16.31,85.39,37.34,100.0,51.26,41.8,0.0,616091,Cauliflower in Puttanesca Sauce,Mediterranean
48.94,100.0,52.47,57.87,64.1,79.0,0.0,494262,Baked Chicken & Corn Risotto,Mediterranean
45.37,100.0,38.49,39.87,42.1,58.64,5950.0,578104,Spaghetti alla puttanesca,Mediterranean
37.48,100.0,46.48,39.81,96.88,80.74,0.0,26902,Spaghetti Pomodoro With Grilled Tempeh,Mediterranean
64.6,96.26,57.18,100.0,43.88,56.57,0.0,595401,Pasta Primavera,Mediterranean
63.07,100.0,26.91,41.05,64.9,54.06,0.0,22438,Ratatouille’s Ratatouille,Mediterranean
15.69,58.46,18.74,17.13,16.57,100.0,0.0,506334,Pepperoni Pizza Rice,Mediterranean
11.59,29.34,100.0,73.15,24.3,24.12,0.0,77001,Pasta Primavera,Mediterranean
100.0,26.85,16.5,24.71,16.31,64.43,0.0,209205,"Butternut Squash, Caramelized Onion, and Spinach Lasagna",Mediterranean
82.39,86.95,45.69,100.0,20.33,53.84,0.0,558606,Thai Chicken Pizza,Mediterranean
71.19,98.2,100.0,59.43,37.84,61.35,14900.0,738540,Chopped Nicoise Salad,Mediterranean
34.2,53.17,43.51,18.95,4.01,100.0,0.0,52256,Italian Style Rice And Beans,Mediterranean
36.59,10.14,2.66,14.03,0.08,100.0,14900.0,200247,Cook the Book: Chickpea Sauté with Greek Yogurt,Mediterranean
47.85,100.0,26.76,37.05,41.0,69.5,17850.0,608433,Chopped Kale Greek Salad,Mediterranean
100.0,66.97,42.91,31.61,71.52,79.3,0.0,223743,Five-veg lasagne,Mediterranean
37.38,100.0,34.06,20.21,30.8,87.28,0.0,759848,Grilled Ratatouille Salad,Mediterranean
36.16,100.0,39.13,19.49,28.67,73.38,0.0,262957,Lasagna Rolls,Mediterranean
95.43,35.07,100.0,44.99,69.42,61.86,5950.0,617062,Barley Risotto with Mushrooms and Spinach,Mediterranean
59.14,90.83,100.0,37.34,41.13,71.27,0.0,549627,Greek Quinoa Dinner Omelets with Feta and Tzatziki,Mediterranean
59.41,90.16,98.29,92.99,87.59,100.0,0.0,609362,Vegan Kale Spanakopita,Mediterranean
38.77,100.0,20.02,38.78,60.91,64.7,0.0,505049,Porcini Mushroom Quinoa Risotto,Mediterranean
88.68,100.0,97.82,32.5,44.73,97.72,0.0,487408,"french beans foogath , how to make goan french beans foogath",Mediterranean
54.75,6.88,0.0,0.0,0.0,100.0,0.0,262710,Italian Bean Balls and Spaghetti Squash Noodles,Mediterranean
72.02,100.0,59.01,37.52,55.18,49.49,0.0,998351,Roasted Vegetable Lasagna,Mediterranean
42.35,100.0,51.64,20.83,75.67,62.81,0.0,537611,Italian Sausage and Kale Soup,Mediterranean
46.79,100.0,33.92,37.57,86.38,72.77,0.0,729352,Italian Sausage Stew with White Beans and Kale,Mediterranean
15.81,100.0,28.39,19.03,58.4,48.49,123.2,667190,Easy Chicken Gyros & Tzatziki Sauce,Mediterranean
27.27,100.0,35.93,56.06,58.49,74.65,0.0,541712,Vegan Asparagus & Fennel Quiche (with a Quinoa Crust),Mediterranean
